label,target,kind,split,candidate_count,target_retrieved,top_candidate,name_wratio,name_token,name_partial,phonetic,alias_strength,dob_exact,dob_year,pob,nationality,address,country,type_match,used_alias
1,81,official_alias,train,15,1.0,81,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1,10515,exact,train,15,1.0,10515,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
1,10515,token_order,train,15,1.0,10515,0.95,1.0,0.5714285714285714,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1,10515,ocr,train,15,1.0,10515,0.9824561403508771,0.9824561403508772,0.9642857142857143,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1,10515,transliteration,train,15,1.0,10515,0.8727272727272728,0.5818181818181818,0.8518518518518519,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
1,10515,sparse_attributes,train,15,1.0,10515,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1,10515,official_alias,train,15,1.0,10515,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
1,12076,exact,train,15,1.0,12076,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
1,12076,token_order,train,15,1.0,12076,0.95,1.0,0.617283950617284,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
1,12076,ocr,train,15,1.0,12076,0.9902912621359223,0.9902912621359223,0.9803921568627451,0.75,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
1,12076,transliteration,train,15,1.0,12076,0.9607843137254902,0.9607843137254902,0.9591836734693877,0.5,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
1,12076,sparse_attributes,train,15,1.0,12076,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
1,8195,exact,train,15,1.0,8195,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
1,8195,token_order,train,15,1.0,8195,0.95,1.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1,8195,ocr,train,15,1.0,8195,0.9873417721518988,0.9873417721518988,0.9743589743589743,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1,8195,transliteration,train,15,1.0,8195,0.9620253164556962,0.9620253164556962,0.9487179487179486,0.75,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
1,8195,sparse_attributes,train,15,1.0,8195,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1,8195,official_alias,train,15,1.0,8195,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1,4012,exact,train,15,1.0,4012,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
1,4012,token_order,train,15,1.0,4012,0.95,1.0,0.4444444444444444,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
1,4012,ocr,train,15,1.0,4012,0.9882352941176471,0.9873417721518988,0.9761904761904762,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
1,4012,transliteration,train,15,1.0,4012,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1,4012,sparse_attributes,train,15,1.0,4012,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1,4012,official_alias,train,15,1.0,4012,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1,3340,exact,train,15,1.0,3340,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
1,3340,token_order,train,15,1.0,3340,0.95,1.0,0.7428571428571429,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1,3340,ocr,train,15,1.0,3340,0.9473684210526316,0.9473684210526315,0.9473684210526316,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1,3340,transliteration,train,15,1.0,3340,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
1,3340,sparse_attributes,train,15,1.0,3340,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,3340,official_alias,train,15,1.0,3340,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1,17622,exact,train,15,1.0,17622,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
1,17622,token_order,train,15,1.0,17622,0.95,1.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1,17622,ocr,train,15,1.0,17622,0.993288590604027,0.9932885906040267,0.9864864864864864,0.8888888888888888,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
1,17622,transliteration,train,15,1.0,17622,0.9295774647887324,0.619718309859155,0.8955223880597015,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
1,17622,sparse_attributes,train,15,1.0,17622,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,17622,official_alias,train,15,1.0,17622,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
1,5064,exact,train,15,1.0,5064,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1,5064,token_order,train,15,1.0,5064,0.95,1.0,0.6521739130434783,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
1,5064,ocr,train,15,1.0,5064,0.9811320754716981,0.9811320754716981,0.9615384615384616,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
1,5064,transliteration,train,15,1.0,5064,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,5064,sparse_attributes,train,15,1.0,5064,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1,5064,official_alias,train,15,1.0,5064,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
1,14144,exact,train,15,1.0,14144,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1,14144,token_order,train,15,1.0,14144,0.95,1.0,0.5952380952380952,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
1,14144,ocr,train,15,1.0,14144,0.9811320754716981,0.9811320754716981,0.9904761904761905,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1,14144,transliteration,train,15,1.0,14144,0.9607843137254902,0.6078431372549019,0.9183673469387756,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
1,14144,sparse_attributes,train,15,1.0,14144,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,12711,exact,train,15,1.0,12711,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1,12711,token_order,train,15,1.0,12711,0.95,1.0,0.6666666666666667,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1,12711,ocr,train,15,1.0,12711,0.9565217391304348,0.9565217391304348,0.9565217391304348,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
1,12711,transliteration,train,15,1.0,12711,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1,12711,sparse_attributes,train,15,1.0,12711,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,13228,exact,train,15,1.0,13228,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
1,13228,token_order,train,15,1.0,13228,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
1,13228,ocr,train,15,0.0,6046,0.4444444444444444,0.4444444444444444,0.6153846153846154,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1,13228,transliteration,train,15,1.0,13228,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1,13228,sparse_attributes,train,15,1.0,13228,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1,13228,official_alias,train,15,1.0,13228,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1,12308,exact,train,15,1.0,12308,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
1,12308,token_order,train,15,1.0,12308,0.95,1.0,0.5396825396825398,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
1,12308,ocr,train,15,1.0,12308,0.9850746268656717,0.9850746268656717,0.9696969696969697,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1,12308,transliteration,train,15,1.0,12308,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
1,12308,sparse_attributes,train,15,1.0,12308,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,752,exact,train,15,1.0,752,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1,752,token_order,train,15,1.0,752,0.95,1.0,0.5517241379310345,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
1,752,ocr,train,15,1.0,752,0.9411764705882352,0.9411764705882354,0.9411764705882352,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
1,752,transliteration,train,15,1.0,752,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
1,752,sparse_attributes,train,15,1.0,752,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1,6262,exact,train,15,1.0,6262,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1,6262,token_order,train,15,1.0,6262,0.95,1.0,0.6666666666666667,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
1,6262,ocr,train,15,1.0,6262,0.9473684210526316,0.9473684210526315,0.8888888888888888,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
1,6262,transliteration,train,15,1.0,6262,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
1,6262,sparse_attributes,train,15,1.0,6262,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1,603,exact,train,15,1.0,603,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
1,603,token_order,train,15,1.0,603,0.95,1.0,0.6956521739130435,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
1,603,ocr,train,15,1.0,603,0.967741935483871,0.967741935483871,0.9655172413793103,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
1,603,transliteration,train,15,1.0,603,0.9655172413793103,0.5517241379310345,0.9285714285714286,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1,603,sparse_attributes,train,15,1.0,603,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1,603,official_alias,train,15,1.0,603,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1,4079,exact,train,15,1.0,4079,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
1,4079,token_order,train,15,1.0,4079,0.95,1.0,0.6857142857142857,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1,4079,ocr,train,15,1.0,4079,0.9473684210526316,0.9473684210526315,0.9473684210526316,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1,4079,transliteration,train,15,1.0,4079,0.9444444444444444,0.6666666666666665,0.8823529411764706,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
1,4079,sparse_attributes,train,15,1.0,4079,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1,4079,official_alias,train,15,1.0,4079,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
1,10892,exact,train,15,1.0,10892,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1,10892,token_order,train,15,1.0,10892,0.95,1.0,0.6923076923076923,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,10892,ocr,train,15,1.0,10892,0.967741935483871,0.967741935483871,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1,10892,transliteration,train,15,1.0,10892,0.9285714285714286,0.5714285714285715,0.8461538461538461,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1,10892,sparse_attributes,train,15,1.0,10892,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,10892,official_alias,train,15,1.0,10892,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1,11901,exact,train,15,1.0,11901,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1,11901,token_order,train,15,1.0,11901,0.95,1.0,0.5263157894736843,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1,11901,ocr,train,15,1.0,11901,0.9863013698630136,0.9863013698630136,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
1,11901,transliteration,train,15,1.0,11901,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1,11901,sparse_attributes,train,15,1.0,11901,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,4909,exact,train,15,1.0,4909,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
1,4909,token_order,train,15,1.0,4909,0.95,1.0,0.736842105263158,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
1,4909,ocr,train,15,1.0,4909,0.9166666666666665,0.9166666666666667,0.9565217391304348,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
1,4909,transliteration,train,15,1.0,4909,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
1,4909,sparse_attributes,train,15,1.0,4909,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,4909,official_alias,train,15,1.0,4909,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
1,12935,exact,train,15,1.0,12935,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
1,12935,token_order,train,15,1.0,12935,0.95,1.0,0.5333333333333333,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
1,12935,ocr,train,15,1.0,12935,0.9857142857142859,0.9857142857142857,0.9857142857142859,0.875,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
1,12935,transliteration,train,15,1.0,12935,0.9393939393939393,0.5303030303030303,0.8870967741935484,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
1,12935,sparse_attributes,train,15,1.0,12935,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,12935,official_alias,train,15,1.0,12935,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1,12701,exact,train,15,1.0,12701,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1,12701,token_order,train,15,1.0,12701,0.95,1.0,0.56,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
1,12701,ocr,train,15,1.0,12701,0.9666666666666667,0.9666666666666667,0.9666666666666667,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,12701,transliteration,train,15,1.0,12701,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
1,12701,sparse_attributes,train,15,1.0,12701,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1,11904,exact,train,15,1.0,11904,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
1,11904,token_order,train,15,1.0,11904,0.95,1.0,0.5098039215686274,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1,11904,ocr,train,15,1.0,11904,0.9846153846153847,0.9846153846153847,0.96875,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
1,11904,transliteration,train,15,1.0,11904,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
1,11904,sparse_attributes,train,15,1.0,11904,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,11904,official_alias,train,15,1.0,11904,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1,16982,exact,train,15,1.0,16982,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1,16982,token_order,train,15,1.0,16982,0.95,1.0,0.7586206896551724,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1,16982,ocr,train,15,1.0,16982,0.9705882352941176,0.9705882352941176,0.9705882352941176,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
1,16982,transliteration,train,15,1.0,16982,0.9142857142857143,0.9142857142857143,0.8923076923076922,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
1,16982,sparse_attributes,train,15,1.0,16982,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1,1965,exact,train,15,1.0,1965,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
1,1965,token_order,train,15,1.0,1965,0.95,1.0,0.6363636363636364,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
1,1965,ocr,train,15,1.0,1965,0.9795918367346939,0.9795918367346939,0.9583333333333335,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
1,1965,transliteration,train,15,1.0,1965,0.9583333333333335,0.5416666666666666,0.9130434782608696,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1,1965,sparse_attributes,train,15,1.0,1965,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
